id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
19831736,Spacious Sunny Living Room in Prime Brooklyn,23027289,Eileen,Brooklyn,Clinton Hill,40.68386,-73.9627,Private room,40,1,2,2017-08-29,0.09,1,0
19837851,Bright 3-bedroom apartment in beautiful Brooklyn,140220933,Yolanda,Brooklyn,East Flatbush,40.65614,-73.91754,Entire home/apt,103,3,35,2019-04-21,1.52,1,291
19841463,East Williamsburg Hideaway House,19612095,Ellie,Brooklyn,Williamsburg,40.70699,-73.93221,Private room,45,2,0,,,2,274
19845373,Lovely 1  bedroom apartment with large balcony.,140293912,Awilda,Brooklyn,Kensington,40.64584,-73.97711,Entire home/apt,89,3,57,2019-01-14,2.38,3,0
19845637,Cosy bedroom complete with fort,10966079,Ward,Brooklyn,Williamsburg,40.70898,-73.96121,Private room,75,3,54,2019-06-30,2.24,2,96
19847655,Peaceful space,140323391,Adi,Brooklyn,Bushwick,40.70255,-73.92103,Private room,45,3,0,,,1,0
19847790,Spacious 3 BDR APT Brooklyn Sleeps 12!,129646758,Sherry  W  X,Brooklyn,East Flatbush,40.64377,-73.95085,Entire home/apt,160,3,53,2019-07-01,2.24,2,294
19848191,Crown Heights 2 Bedroom Apt.,88001494,Mendy,Brooklyn,Crown Heights,40.66611,-73.93708,Private room,90,2,38,2019-06-27,1.59,3,45
19850113,Cozy Bright in Kensington by trains,14898658,Chadanut,Brooklyn,Kensington,40.64242,-73.98138,Private room,45,1,22,2019-05-21,0.96,11,7
19853102,Fanta Sea Home,131777975,Jewell,Brooklyn,Brownsville,40.66293,-73.91729,Private room,90,4,4,2019-01-01,0.20,3,89
19856802,Beautiful sunny room in Central Brooklyn/Bed-Stuy,25789741,Jeanne,Brooklyn,Bedford-Stuyvesant,40.69043,-73.94909,Private room,40,5,0,,,1,0
19857281,Lightfilled room in Clinton Hill Loft,2781214,Jeanie,Brooklyn,Bedford-Stuyvesant,40.69488,-73.9589,Private room,45,12,9,2018-10-31,0.38,1,0
19859156,Spacious room in Williamsburg.,48100358,Ivan,Brooklyn,Williamsburg,40.70803,-73.9591,Private room,55,1,87,2019-06-23,3.72,3,24
19860469,Ideal Private Room in the Heart of Williamsburg,80701659,Marie,Brooklyn,Williamsburg,40.7139,-73.9486,Private room,80,5,1,2017-08-29,0.04,1,0
19860903,"Charming Two Bedroom in Brownstone, BedStuy :)",12577986,Bennett,Brooklyn,Bedford-Stuyvesant,40.68614,-73.93594,Entire home/apt,124,1,113,2019-06-23,4.71,1,63
19861834,"Clean, Cute Williamsburg Apt, Steps from train!",17820666,Erin,Brooklyn,Williamsburg,40.70618,-73.9534,Entire home/apt,198,20,4,2018-03-31,0.18,1,0
19862980,Garden duplex in classic brownstone,16752839,Karen,Brooklyn,Carroll Gardens,40.68385,-73.99278,Entire home/apt,225,2,14,2018-11-24,0.65,1,0
19863170,Large Williamsburg Bedroom,140488110,Grace,Brooklyn,Williamsburg,40.70823,-73.96081,Private room,60,2,0,,,1,0
19863486,Private room 1 block from train,140492812,Andrew,Brooklyn,Bushwick,40.707,-73.92204,Private room,57,1,2,2017-10-18,0.09,2,0
19864245,Cozy bedroom in East Williamsburg loft.,140503168,Ariel,Brooklyn,Williamsburg,40.71729,-73.9453,Private room,95,3,1,2017-07-27,0.04,1,67
19866106,Master Bedroom in Penthouse Duplex Private Terrace,91358346,Eric,Brooklyn,Williamsburg,40.71479,-73.94835,Private room,600,1,0,,,1,0
19867655,Williamsburg Brooklyn,5244814,Gina,Brooklyn,Williamsburg,40.71949,-73.95827,Entire home/apt,200,3,1,2019-01-02,0.16,1,0
19871726,"Prime Wburg, spacious and sunny",22549130,Zaid,Brooklyn,Williamsburg,40.7134,-73.944,Entire home/apt,116,3,6,2018-08-26,0.26,1,0
19873185,"Large room in a beautiful, easy-commute apartment",24383253,Arash,Brooklyn,Crown Heights,40.67139,-73.95677,Private room,50,8,0,,,1,0
19875496,Newly renovated studio in heart of Brooklyn,20608771,Michael,Brooklyn,Bedford-Stuyvesant,40.68036,-73.94986,Entire home/apt,99,7,7,2018-01-03,0.30,1,0
19876641,Boho Brooklyn nest,93859477,Mac,Brooklyn,Williamsburg,40.71983,-73.9592,Entire home/apt,210,2,23,2019-03-26,0.96,1,0
19876727,Bright and spacious room in prime Bushwick!,59045042,Sidney,Brooklyn,Bushwick,40.70204,-73.92592,Private room,55,2,7,2017-10-04,0.29,1,0
19877223,"Cozy & Cheap BK Nook, Easy Access to Manhattan",47198967,Sean And Kat,Brooklyn,Fort Greene,40.69692,-73.97352,Entire home/apt,108,1,6,2017-10-19,0.26,1,0
19884639,"#3 Bright And Cozy Room, 30 minutes to Manhattan",619942,Stacy & Simon,Brooklyn,Cypress Hills,40.6884,-73.87253,Private room,42,30,46,2019-06-29,1.97,6,202
19887405,Elegant Arty Studio In Brooklyn,83061189,Stephen,Brooklyn,Boerum Hill,40.6859,-73.98959,Entire home/apt,150,1,8,2019-07-04,0.34,1,158
19887942,Unique 3 bedroom apartment in Bed-Stuy come all,140770094,Edwin,Brooklyn,Bedford-Stuyvesant,40.68286,-73.93379,Entire home/apt,170,3,75,2019-07-02,3.24,1,323
19888160,Cool Room + Private Bathroom | Hip Location!,128517263,Alina,Brooklyn,Bushwick,40.69876,-73.93687,Private room,75,6,8,2019-01-28,0.34,3,53
19888622,Beautiful two bedroom apt in Crown Heights/Bedsty,140470401,Peter,Brooklyn,Crown Heights,40.67719,-73.93205,Entire home/apt,200,2,51,2019-06-30,2.15,1,127
19890448,Mundo's World,15096876,Raymundo,Brooklyn,Bushwick,40.6995,-73.92089,Private room,60,3,2,2017-07-31,0.08,1,0
19890678,Sunny room with a Balcony in Prospect Heights,513517,Tak,Brooklyn,Crown Heights,40.67567,-73.95779,Private room,59,2,1,2018-05-25,0.07,1,0
19891174,Bright Room in the great neighborhood ofPark Slope,55468128,Reina,Brooklyn,Windsor Terrace,40.6582,-73.98235,Private room,49,1,109,2019-06-29,4.99,7,258
19891590,"Serene & Cozy 1bed w/backyard, Great Location",325862,Oscar,Brooklyn,Windsor Terrace,40.66023,-73.98259,Entire home/apt,99,2,7,2019-06-23,0.38,1,0
19891602,Bright mid-century brownstone apt,8199671,Coline,Brooklyn,Bedford-Stuyvesant,40.69262,-73.95014,Entire home/apt,120,2,6,2019-04-19,0.25,1,2
19892112,Lovely Park Slope 1BR / 2BA with outdoor space,52535342,Darren,Brooklyn,Park Slope,40.66711,-73.97691,Entire home/apt,175,3,0,,,1,0
19892264,Brooklyn 1-Bedroom with Skyline Views,87474067,Amanda,Brooklyn,Bedford-Stuyvesant,40.68218,-73.95355,Private room,60,1,16,2018-05-20,0.68,1,0
19894567,"#2 Newly Renovated Room , 30 minutes to Manhattan",619942,Stacy & Simon,Brooklyn,Cypress Hills,40.68705,-73.87036,Private room,42,30,33,2019-06-03,1.42,6,74
19894733,"Cozy, Clean, tidy budget room",104470941,Careff,Brooklyn,Crown Heights,40.67305,-73.92958,Private room,90,2,34,2019-07-02,1.43,1,170
19903510,Stay at my Studio! Clean Cozy Studio - FT GREENE,17617027,Steven,Brooklyn,Fort Greene,40.69751,-73.97544,Entire home/apt,100,1,2,2017-07-23,0.08,1,0
19904670,Cozy private room near cafes and subway,17507326,Kat,Brooklyn,Bedford-Stuyvesant,40.68649,-73.92255,Private room,107,2,1,2019-06-30,1,1,90
19905170,Sunny Apartment in Brooklyn,34388017,Gabrielle,Brooklyn,Crown Heights,40.67713,-73.94375,Entire home/apt,175,3,0,,,1,0
19906528,Calm and cozy bedstuy room,72926334,Iquane,Brooklyn,Bedford-Stuyvesant,40.6844,-73.93138,Private room,27,1,68,2019-06-16,2.88,3,112
19906578,Charming studio in the heart of Williamsburg,132839074,Jill,Brooklyn,Williamsburg,40.71673,-73.94442,Entire home/apt,101,2,7,2019-02-09,0.64,1,0
19907678,Spacious & Light 2 Bedroom Apartment,57670550,Josie,Brooklyn,Crown Heights,40.66714,-73.93365,Entire home/apt,87,2,2,2018-06-26,0.09,2,0
19909197,Private Room in Park Slope Loft/Townhouse,52583380,Sebastian,Brooklyn,Park Slope,40.67872,-73.9792,Private room,88,3,8,2017-12-08,0.33,1,0
19910074,Huge Space in Brooklyn's Most Beautiful Area,11878464,Christine,Brooklyn,Prospect Heights,40.67654,-73.97144,Private room,85,2,11,2018-01-01,0.48,1,0
19910558,"Plant-filled, sunny Clinton Hill studio",2505262,Jerome,Brooklyn,Clinton Hill,40.68432,-73.96376,Entire home/apt,83,14,0,,,1,0
19911778,Brooklyn Backyard Oasis,140304567,Magnus,Brooklyn,Bay Ridge,40.62992,-74.01753,Entire home/apt,125,7,1,2018-08-07,0.09,1,3
19912065,"Nice walk-in studio in  Sheepshead Bay, Brooklyn",141025502,Aleksandr,Brooklyn,Sheepshead Bay,40.59408,-73.94372,Entire home/apt,95,4,13,2019-06-07,0.68,1,111
19912256,"Luxury Williamsburg duplex, private roof terrace",1927824,Helen,Brooklyn,Williamsburg,40.71466,-73.94448,Entire home/apt,250,4,7,2019-05-30,0.33,1,118
19912814,Bed-Stuy Brownstone 1 bedroom,81937,Tamar,Brooklyn,Bedford-Stuyvesant,40.68999,-73.92833,Entire home/apt,110,14,1,2017-08-15,0.04,1,18
19912854,Tiny House,112774776,Anne,Brooklyn,Bedford-Stuyvesant,40.68128,-73.93884,Entire home/apt,92,4,3,2018-08-12,0.13,1,0
19913070,Spacious loft with Balcony sleeps TWO,3300910,William,Brooklyn,Bedford-Stuyvesant,40.69723,-73.93769,Entire home/apt,95,3,29,2019-06-29,1.22,1,13
19913497,Sunny and Peaceful Haven in Heart of Williamsburg,6955481,Chloe,Brooklyn,Williamsburg,40.71913,-73.95769,Entire home/apt,275,3,2,2017-08-06,0.08,2,0
19913714,Room in a Huge Loft Apartment,48081884,Laura,Brooklyn,Williamsburg,40.70564,-73.92774,Private room,60,3,2,2017-08-14,0.08,2,0
19922292,Cool Studio in Brooklyn,51870709,Max,Brooklyn,Bedford-Stuyvesant,40.69341,-73.94789,Entire home/apt,120,1,4,2017-08-28,0.17,1,0
19922819,great area in East Williamsburg,10642725,Nate,Brooklyn,Bedford-Stuyvesant,40.69425,-73.93325,Private room,35,2,1,2017-09-28,0.05,1,0
19923041,ॐ Private Room in Yoga Retreat Center - Brooklyn ॐ,129273512,Lisa& Jonathan,Brooklyn,Gowanus,40.67014,-73.99276,Private room,79,1,81,2019-06-23,3.53,3,353
19923377,Cozy Brightly Lit Room in Huge Loft Space,48081884,Laura,Brooklyn,Williamsburg,40.70476,-73.92942,Private room,65,3,15,2019-05-27,0.65,2,2
19923426,Bright & Sunny Bedroom in Brooklyn,135840287,Callie,Brooklyn,Crown Heights,40.67783,-73.94209,Private room,65,1,8,2018-04-04,0.34,1,0
19924521,Artist Loft in Prime trendy East Williamsburg!,53710434,Luisa,Brooklyn,Bushwick,40.70208,-73.93258,Entire home/apt,85,5,2,2019-05-21,0.32,1,49
19929279,Awesome 2 Bedroom Brooklyn Apartment / Sleeps 6,10391137,Ryan,Brooklyn,Clinton Hill,40.69539,-73.9666,Entire home/apt,250,3,67,2019-06-11,2.99,1,87
19930641,105 Wilson,26018020,Jimmy,Brooklyn,Bushwick,40.70053,-73.92589,Private room,75,2,0,,,1,0
19933872,Lovely Private Room in the Heart of Williamsburg,92307204,Jesse,Brooklyn,Williamsburg,40.71947,-73.95958,Private room,65,21,2,2018-04-22,0.09,1,81
19936586,Huge Sunny room in BedStuy (musician friendly),26091462,Tanya,Brooklyn,Bedford-Stuyvesant,40.69499,-73.94921,Private room,100,1,1,2017-11-05,0.05,2,0
19940410,Classic Williamsburg Apartment.,39250457,Lauren,Brooklyn,Williamsburg,40.71199,-73.94004,Entire home/apt,90,2,4,2017-08-23,0.17,1,0
19942242,Home away from home.,141322867,Peggy,Brooklyn,Flatlands,40.62468,-73.94532,Private room,46,2,4,2017-08-12,0.17,1,4
19943029,Entire Historic Brownstone Apartment-Outdoor Space,141194871,Christopher,Brooklyn,Bedford-Stuyvesant,40.68198,-73.94086,Entire home/apt,160,2,130,2019-06-29,5.60,1,123
19943797,"Family-Friendly, 2br, Tons of Light! Amazing find.",34738874,Elliott,Brooklyn,Crown Heights,40.67806,-73.94459,Entire home/apt,88,1,2,2017-08-18,0.08,1,0
19944880,The Bedford,5350896,Zaher,Brooklyn,Williamsburg,40.71312,-73.9617,Entire home/apt,175,3,30,2019-06-25,1.28,1,24
19945196,"Sunny, quiet room next to Seaview Park w/AC",16567193,Jacqueline,Brooklyn,Canarsie,40.63652,-73.90015,Private room,80,5,0,,,1,90
19945772,Kensington/Ditmas Park Single family home,16532782,Derek,Brooklyn,Kensington,40.64206,-73.97172,Entire home/apt,160,6,0,,,1,0
19945811,Spacious & Serene in the Heart of Brooklyn Heights,8026588,Anne,Brooklyn,Brooklyn Heights,40.69425,-73.99503,Entire home/apt,200,3,7,2018-09-03,0.31,1,0
19946195,BK Master bedroom with King sized bed,141359133,Philip,Brooklyn,Park Slope,40.67677,-73.97954,Private room,97,2,54,2019-06-17,2.38,1,85
19948995,Bright Bedroom in Brooklyn Home,59875550,Liana,Brooklyn,Williamsburg,40.71493,-73.95995,Private room,50,14,1,2018-01-23,0.06,1,0
19949138,Classic Artist Loft,16596728,Josh,Brooklyn,Columbia St,40.68626,-74.00141,Entire home/apt,149,4,9,2019-06-26,0.38,1,74
19949310,Brooklyn Basement,112186372,Kinser,Brooklyn,Bedford-Stuyvesant,40.68322,-73.91702,Shared room,200,1,1,2017-09-02,0.04,1,179
19949403,"Sunny, Spacious Brooklyn Room & Private Backyard",4685815,Marino,Brooklyn,Williamsburg,40.71015,-73.955,Private room,60,7,1,2017-08-20,0.04,1,0
19949634,Dupont Duplex,4109954,Jason,Brooklyn,Greenpoint,40.73636,-73.95797,Entire home/apt,200,2,11,2019-07-03,0.77,1,0
19951170,Charming Modern Apartment,35387196,Kizzie,Brooklyn,Crown Heights,40.67233,-73.93998,Entire home/apt,78,7,3,2019-05-27,0.17,4,237
19951242,Luxury Williamsburg with Panoramic City Views,202362,Liad,Brooklyn,Williamsburg,40.7191,-73.9617,Entire home/apt,275,5,3,2017-12-05,0.15,1,0
19951265,Room in lovely loft with waterfront view,2971336,Alain,Brooklyn,Williamsburg,40.71797,-73.96628,Private room,140,10,5,2018-01-04,0.21,2,0
19951620,Furnished Historical Townhouse,6208391,Robin,Brooklyn,Prospect-Lefferts Gardens,40.65903,-73.96035,Entire home/apt,214,5,37,2019-05-29,1.57,1,211
19952226,Bright Airy Spacious Brooklyn Artist's Home,15835115,Shelley,Brooklyn,Flatbush,40.65447,-73.95631,Entire home/apt,75,2,3,2017-09-11,0.13,1,0
19952847,Spacious 2 BDR APT BROOKLYN Sleeps 8!,129646758,Sherry  W  X,Brooklyn,East Flatbush,40.64323,-73.95086,Entire home/apt,95,2,43,2019-07-01,1.97,2,338
19960507,Huge Loft Space in Red Hook,1772509,Jane,Brooklyn,Red Hook,40.67798,-74.00787,Entire home/apt,145,1,11,2019-05-25,0.49,2,333
19960519,Heart of Bushwick,18604887,Bree,Brooklyn,Bushwick,40.70338,-73.91879,Entire home/apt,50,15,3,2017-11-24,0.13,1,7
19963641,Bright kid-friendly apartment near the Navy Yard.,2073124,Chris,Brooklyn,Fort Greene,40.69653,-73.97439,Entire home/apt,136,2,2,2017-08-28,0.09,1,0
19963733,"Prewar duplex, 3 bedrooms, minutes from everything",93355703,Katherine,Brooklyn,Brooklyn Heights,40.69677,-73.99599,Entire home/apt,585,3,10,2019-02-18,0.42,1,225
19964070,Artsy 1BR/1BA high wood ceilings steps from water,2036797,Catinca,Brooklyn,Williamsburg,40.71236,-73.96668,Entire home/apt,180,3,20,2019-05-08,0.91,1,0
19964109,Hendrix Street Gem Rm #2,105878573,Tonisha,Brooklyn,East New York,40.66725,-73.88876,Private room,40,1,56,2019-06-23,2.37,5,37
19964262,Hendrix Street Gem Rm #3,105878573,Tonisha,Brooklyn,East New York,40.66535,-73.8891,Private room,40,1,104,2019-06-22,4.53,5,36
19964343,Brooklyn Apartment,141544900,Cathy,Brooklyn,East Flatbush,40.6455,-73.9444,Entire home/apt,56,1,82,2019-05-12,3.64,1,22
19968221,"Artist's Townhouse w/ garden, grill -near subway",184913,John,Brooklyn,Gowanus,40.68192,-73.9908,Entire home/apt,298,3,3,2019-05-27,0.36,1,192
19969013,Downtown Brooklyn Condo,71841088,Pristine Posh,Brooklyn,Bedford-Stuyvesant,40.69235,-73.94888,Entire home/apt,145,2,0,,,1,0
19969461,"Brooklyn Amazing Deal! Bright, Cozy Apartment",14833285,Anna,Brooklyn,Sheepshead Bay,40.5967,-73.96041,Entire home/apt,100,3,23,2018-11-11,0.99,1,2
19970249,Private room in the heart of Williamsburg,54769760,Irene,Brooklyn,Williamsburg,40.71649,-73.96176,Private room,50,5,1,2019-06-22,1,1,11
19975703,Large bedroom near trains & park,1287787,Crystal,Brooklyn,Prospect-Lefferts Gardens,40.66084,-73.96001,Private room,38,20,0,,,2,7
19977131,Room in artist loft with waterfront view,2971336,Alain,Brooklyn,Williamsburg,40.71634,-73.96469,Private room,110,2,5,2017-09-01,0.21,2,0
19979480,1 Room in Bushwick *Females only*,26172284,Brooke,Brooklyn,Bushwick,40.68875,-73.90943,Private room,32,5,0,,,1,0
19979771,Sun-Filled Apartment with Excellent Location,141700715,Danielle,Brooklyn,Fort Greene,40.68552,-73.97167,Entire home/apt,149,5,1,2017-08-05,0.04,1,0
19979892,"Sheepshead Bay, 1-bdr apartment. Close to all!",138913479,Svetlana,Brooklyn,Sheepshead Bay,40.58745,-73.95709,Entire home/apt,130,2,41,2019-07-06,1.77,1,142
19980277,"Sunny Fort Greene room with A/C, high ceilings",10995969,Adam,Brooklyn,Fort Greene,40.69401,-73.973,Private room,62,2,3,2017-08-24,0.13,1,0
19981584,Sunny loft in heart of Crown Heights,75819473,Cathy,Brooklyn,Crown Heights,40.67295,-73.95646,Private room,57,1,4,2017-09-01,0.17,1,0
19985199,Workspace Room 2 - 2,9864136,Anthony,Brooklyn,Bushwick,40.68507,-73.91329,Private room,35,2,5,2018-09-18,0.21,26,311
19985425,Newly Renovated/Private Apt/1-br by Park and Metro,75218527,Jonah_Soleil,Brooklyn,Crown Heights,40.66912,-73.94337,Entire home/apt,114,1,72,2019-06-19,3.02,1,140
19991488,Private comfortable room in BK close to Manhattan,46066063,Mungyu,Brooklyn,Bedford-Stuyvesant,40.69287,-73.92939,Private room,40,4,13,2019-06-08,0.63,2,188
19993084,Large Room With 2 Queen Beds Close to Metro,141844749,Garland,Brooklyn,Bedford-Stuyvesant,40.68925,-73.95452,Private room,60,2,65,2019-06-18,2.78,1,58
19996712,"Light, Large Private Bedroom in 1865 townhouse",4077993,Raquel,Brooklyn,Crown Heights,40.6758,-73.9415,Private room,80,5,7,2018-09-28,0.51,2,2
19996830,Large sunny room near park & trains,1287787,Crystal,Brooklyn,Prospect-Lefferts Gardens,40.66225,-73.95894,Private room,33,10,3,2019-06-11,0.13,2,63
19997141,5 min subway 20 to city Cozy Value Room near SUNY,134762059,Renee,Brooklyn,East Flatbush,40.6534,-73.9439,Private room,50,1,24,2018-10-28,1.12,2,0
19997686,Brand New Williamsburg Room!,14757938,Georgie,Brooklyn,Greenpoint,40.72612,-73.95419,Private room,65,1,0,,,1,0
19998416,Brooklyn Base Camp,1780076,Ashleigh,Brooklyn,Crown Heights,40.67513,-73.95714,Private room,55,2,13,2017-10-21,0.56,2,0
19999906,"MARTIAL LOFT 3: REDEMPTION (downstairs, 3rd room)",15787004,Martial Loft,Brooklyn,Bushwick,40.69627,-73.92265,Private room,50,3,0,,,5,0
20000184,"Master Bedroom with Own Bathroom, near subway",102482048,Susy,Brooklyn,Bushwick,40.68174,-73.90733,Private room,50,2,28,2019-04-22,1.22,4,341
20000260,"Bright, Plant-Filled 2 Bedroom in Prospect Park",16091224,Jesse,Brooklyn,Prospect-Lefferts Gardens,40.65507,-73.96094,Entire home/apt,130,3,1,2017-08-20,0.04,2,0
20000290,Unique Place in New York City,361155,Alexandra,Brooklyn,Flatbush,40.64063,-73.96348,Entire home/apt,200,4,17,2019-06-17,0.78,1,95
20000820,Sunny and Spacious private bedroom,27527984,S,Brooklyn,Bushwick,40.69613,-73.90768,Private room,66,1,2,2017-10-08,0.09,1,0
20001006,Spacious Room in Modern Duplex Loft,141937671,TamiandIvana,Brooklyn,Crown Heights,40.67051,-73.95166,Private room,60,2,48,2019-06-14,2.04,1,328
20001157,CROWN HEIGHTS GUEST HOUSE 2R2L3R3L,74541079,Abraham,Brooklyn,Crown Heights,40.67077,-73.93618,Entire home/apt,399,4,5,2019-03-24,0.39,9,65
20007899,"Brooklyn 1 Bedroom w/ AC, laundry and roof!",3554481,Jessica,Brooklyn,Bedford-Stuyvesant,40.69639,-73.9343,Entire home/apt,120,4,0,,,1,0
20011434,Hank's,28825500,Matt,Brooklyn,Williamsburg,40.71088,-73.95099,Private room,100,1,0,,,1,0
20011863,$47/day Private ROOM! BETTER THAN HOSTEL! In Bklyn,14157435,Sherry,Brooklyn,Flatlands,40.62567,-73.93784,Private room,47,1,36,2019-07-05,1.52,1,59
20012263,Bright Large Bedroom in Heart of Bed Stuy w/Garden,17591452,Xavier,Brooklyn,Bedford-Stuyvesant,40.6839,-73.94452,Private room,85,3,14,2018-10-30,0.61,1,0
20013531,"MARTIAL LOFT 3: REDEMPTION (downstairs, 1st room)",15787004,Martial Loft,Brooklyn,Bushwick,40.69682,-73.92318,Private room,60,3,6,2019-05-19,0.48,5,0
20014534,Minimalist Private Bedroomm - Clean/Spacious/Airy,43010827,Joshua,Brooklyn,Williamsburg,40.71385,-73.93739,Private room,45,3,5,2018-07-24,0.21,1,0
20015002,Bright and Beautiful Pre-War Home in Bushwick,17529252,Johnny,Brooklyn,Bushwick,40.70447,-73.91559,Private room,87,2,1,2017-09-04,0.04,1,0
20016090,Comfort of home in the center of it all!,94543144,Sara,Brooklyn,Bedford-Stuyvesant,40.69093,-73.9449,Entire home/apt,152,2,72,2019-06-29,3.11,1,146
20017121,Spacious 2 bedroom apartment,82119233,Jenny,Brooklyn,Bedford-Stuyvesant,40.69444,-73.95257,Entire home/apt,135,4,68,2019-06-30,2.97,2,247
20017161,Amazing location across from Park and Subway,602131,Molly,Brooklyn,Prospect-Lefferts Gardens,40.65985,-73.96169,Entire home/apt,69,3,11,2019-06-27,0.46,1,7
20017584,Large Room with Private Entrance Close to Metro,142133001,Garland,Brooklyn,Bedford-Stuyvesant,40.68967,-73.95514,Private room,55,2,53,2019-06-23,2.31,1,88
20017753,Super Clean Room For 2 - Close To Metro,142135334,Garland,Brooklyn,Bedford-Stuyvesant,40.68985,-73.95317,Private room,45,5,38,2019-06-13,2.08,1,79
20018667,Midwest Oasis in Kings County,23587319,Wes,Brooklyn,Bedford-Stuyvesant,40.68336,-73.93578,Entire home/apt,80,2,3,2017-11-10,0.14,1,0
20026598,Bushwick gem with private garden patio.,32446918,Michele,Brooklyn,Bushwick,40.70451,-73.92062,Entire home/apt,150,4,32,2019-06-25,1.46,1,92
20026998,1 Bed garden apt in Classic Brownstone - sleeps4,1748382,Kenna,Brooklyn,Bedford-Stuyvesant,40.68606,-73.93299,Entire home/apt,200,2,39,2019-06-30,1.69,1,253
20028865,Beautiful Bright Bushwick Cove,39939372,Parish,Brooklyn,Bushwick,40.69851,-73.9266,Private room,65,20,0,,,1,0
20029021,Beautiful Apartment in Brooklyn!,12431341,Klaudia,Brooklyn,Bedford-Stuyvesant,40.69361,-73.94383,Entire home/apt,149,3,3,2018-10-21,0.14,1,0
20030489,Private room+bath in Dumbo apartment,31336910,Naa Adjeley,Brooklyn,Vinegar Hill,40.69951,-73.98511,Private room,245,3,0,,,1,0
20030871,Williamsburg Bedroom w/Private Terrace!,1822729,Derek,Brooklyn,Williamsburg,40.71078,-73.96161,Private room,70,4,33,2019-03-05,1.49,2,0
20032886,Private Room & Living Room in shared Bushwick Apt,16329486,Krysta,Brooklyn,Bushwick,40.70266,-73.92153,Private room,75,12,1,2017-12-14,0.05,1,0
20033434,Cozy Room in Beautiful Brooklyn,31480299,Rachel,Brooklyn,Fort Greene,40.68895,-73.96902,Private room,65,1,10,2017-11-05,0.45,1,0
20033770,"Beautiful 1 bedroom apartment in Greenpoint, BK",15899162,Nichole,Brooklyn,Greenpoint,40.73129,-73.95845,Entire home/apt,71,7,10,2018-09-23,0.51,1,0
20034180,AG's palace 2,121612198,Maura,Brooklyn,Canarsie,40.64351,-73.91406,Private room,89,1,9,2019-05-19,0.38,4,334
20034806,"Beautiful, airy bedroom in Williamsburg",75777937,Funmilade,Brooklyn,Williamsburg,40.71558,-73.96171,Private room,50,1,3,2017-08-06,0.13,1,0
20035466,"Entire 1BD Apartment in Crown Heights, BK",53630880,Cindy,Brooklyn,Crown Heights,40.67619,-73.9532,Entire home/apt,100,5,6,2018-12-31,0.25,1,0
20044214,Home Away from Home,19474504,Zam,Brooklyn,Bedford-Stuyvesant,40.68266,-73.94321,Entire home/apt,100,1,3,2017-09-08,0.13,1,0
20044802,AG's Palace 3,121612198,Maura,Brooklyn,Canarsie,40.64138,-73.91488,Private room,75,1,11,2019-06-13,0.48,4,347
20045641,Modern Private Room in Prime Williamsburg!,48851196,Ilya,Brooklyn,Williamsburg,40.71042,-73.94744,Private room,80,25,0,,,1,0
20047896,Clinton Hill Apartment With Large Private Balcony,27559992,Sarah,Brooklyn,Clinton Hill,40.69394,-73.96918,Entire home/apt,158,2,97,2019-06-19,4.19,1,28
20048459,Private Room in Bedstuy,41827222,Michael,Brooklyn,Bedford-Stuyvesant,40.69416,-73.95117,Private room,50,1,5,2017-08-25,0.21,2,0
20049161,Williamsburg Loft - Private room,2612106,Emil,Brooklyn,Williamsburg,40.71862,-73.94579,Private room,100,5,0,,,1,0
20052107,Cozy 1BD Apartment in Brooklyn Prospect Lefferts,9215302,Diana,Brooklyn,Prospect-Lefferts Gardens,40.65558,-73.956,Entire home/apt,90,2,6,2017-08-31,0.26,1,0
20053253,Luxurious apartment-private bed & private bathroom,74314960,Cristina,Brooklyn,Bedford-Stuyvesant,40.69182,-73.9436,Private room,120,2,82,2019-06-23,3.52,2,0
20053839,Greenpoint Guesthouse with 2 Private Patios,142483517,Andy,Brooklyn,Greenpoint,40.72854,-73.95627,Entire home/apt,150,3,27,2019-06-13,1.22,1,25
20054400,"Clean, Spacious Place on a Tree-Lined Street",142078178,Melody,Brooklyn,Crown Heights,40.66953,-73.9493,Entire home/apt,150,2,1,2017-07-30,0.04,1,0
20055242,Loring Estate,142465460,Yvette,Brooklyn,East New York,40.66645,-73.85923,Entire home/apt,100,14,27,2019-06-16,1.67,1,81
20057450,"Single Apt,Near DNR train,Fast travel to Manhatan",135731332,Sky,Brooklyn,Sunset Park,40.65004,-74.00108,Entire home/apt,80,3,46,2019-06-16,2.19,1,195
20067361,"Private bedroom available in Bed Stuy, Brooklyn",31883068,Will,Brooklyn,Bedford-Stuyvesant,40.69545,-73.94829,Private room,50,7,8,2019-04-16,0.34,1,188
20070087,Private Bedstuy Bedroom,105075265,Richard,Brooklyn,Bedford-Stuyvesant,40.69512,-73.95111,Private room,40,1,0,,,1,0
20070187,Artist's Abode Across from Prospect Park,10595388,Victoria,Brooklyn,Crown Heights,40.67201,-73.9593,Entire home/apt,200,1,25,2019-07-01,1.07,1,2
20070296,"Stunning Brooklyn Heights House, Manhattan 5 mins",5173627,Tara,Brooklyn,Brooklyn Heights,40.70136,-73.99372,Entire home/apt,1095,2,24,2019-03-24,1.01,1,240
